age,gender,booking_status,quota,coach_type,booking_time,travel_distance,waiting_list_number,seat_preference,berth_type
58,M,RAC,GN,2AC,6,1403,14,LB,SU
36,F,RAC,GN,2AC,5,653,7,UB,SL
62,M,CNF,LD,3AC,7,1864,0,UB,LB
50,F,CNF,LD,2AC,8,747,0,SL,MB
50,F,CNF,GN,2AC,8,1098,0,UB,UB
21,F,CNF,TQ,3AC,1,1055,0,LB,LB
22,M,CNF,LD,2AC,20,875,0,NA,SL
55,M,CNF,TQ,2AC,2,1113,0,NA,LB
61,F,CNF,LD,3AC,2,441,0,NA,LB
23,M,CNF,TQ,3AC,11,869,0,UB,UB
55,F,CNF,GN,SL,1,1594,0,SL,LB
47,M,CNF,TQ,SL,21,1935,0,NA,SL
53,M,WL,TQ,SL,14,1116,16,SL,SL
59,F,CNF,LD,SL,22,1011,0,NA,LB
29,F,CNF,GN,2AC,11,1771,0,UB,UB
37,M,CNF,TQ,3AC,12,1402,0,LB,LB
45,M,WL,GN,2AC,21,1640,8,UB,SU
61,M,CNF,TQ,3AC,20,1207,0,LB,LB
23,M,CNF,GN,2AC,7,1866,0,LB,LB
49,F,CNF,GN,2AC,15,559,0,UB,UB
55,F,CNF,GN,2AC,13,1927,0,SL,LB
50,F,CNF,TQ,3AC,12,1701,0,SL,SL
58,F,CNF,TQ,2AC,8,548,0,NA,LB
28,F,RAC,GN,2AC,22,1789,4,NA,SU
35,M,CNF,TQ,3AC,2,505,0,NA,MB
60,M,CNF,LD,SL,4,343,0,LB,LB
59,F,CNF,LD,2AC,16,141,0,NA,LB
55,F,RAC,GN,SL,2,1281,10,SL,SL
47,F,RAC,LD,SL,2,1971,7,NA,SU
69,F,RAC,TQ,2AC,14,1528,3,NA,SU
19,M,CNF,LD,3AC,2,1589,0,UB,UB
31,M,WL,LD,2AC,9,1660,2,NA,SL
42,M,CNF,LD,SL,0,263,0,LB,LB
48,M,CNF,GN,3AC,13,435,0,UB,UB
63,M,CNF,GN,2AC,2,582,0,UB,LB
58,M,RAC,GN,2AC,12,1240,2,NA,SU
25,M,CNF,LD,2AC,3,636,0,NA,SL
32,M,WL,GN,2AC,11,1923,13,NA,SL
48,M,CNF,LD,2AC,17,1088,0,SL,SL
23,M,CNF,LD,2AC,10,353,0,NA,MB
19,M,RAC,GN,2AC,18,386,19,UB,SL
22,M,RAC,LD,2AC,9,444,2,SL,SU
28,F,RAC,TQ,SL,23,1586,9,SL,SU
40,F,CNF,LD,SL,2,248,0,UB,UB
26,F,RAC,LD,SL,13,982,7,LB,SL
33,F,RAC,TQ,3AC,0,1383,4,NA,SL
56,M,CNF,LD,SL,4,1482,0,LB,LB
69,F,CNF,TQ,2AC,3,223,0,SL,LB
55,M,CNF,LD,SL,4,1751,0,UB,LB
52,M,CNF,LD,2AC,21,1649,0,NA,LB
24,F,RAC,GN,SL,21,1768,2,SL,SL
44,M,CNF,TQ,SL,5,1714,0,UB,UB
38,M,RAC,LD,3AC,23,1546,5,LB,SU
18,M,CNF,LD,SL,17,592,0,NA,SL
38,F,CNF,LD,SL,4,272,0,LB,LB
49,F,CNF,GN,SL,2,596,0,NA,MB
28,M,CNF,TQ,2AC,19,1891,0,NA,SL
43,M,CNF,LD,3AC,1,1687,0,NA,SL
65,M,RAC,TQ,2AC,7,1350,9,NA,SU
46,M,CNF,LD,2AC,5,653,0,NA,MB
38,F,WL,GN,2AC,16,204,17,LB,SL
26,F,WL,GN,3AC,1,671,16,UB,SU
46,F,CNF,TQ,SL,17,1949,0,LB,LB
57,M,CNF,TQ,3AC,10,858,0,SL,LB
51,F,CNF,GN,SL,21,299,0,LB,LB
66,M,RAC,TQ,3AC,22,955,13,NA,SL
36,M,CNF,GN,3AC,11,548,0,LB,LB
40,F,RAC,TQ,SL,12,1323,11,SL,SU
18,F,CNF,GN,2AC,23,1606,0,UB,UB
41,M,CNF,LD,3AC,19,376,0,UB,UB
57,M,CNF,TQ,3AC,13,1351,0,SL,LB
28,F,WL,GN,SL,18,1514,19,UB,SU
45,F,CNF,TQ,3AC,4,872,0,NA,MB
47,F,RAC,TQ,SL,7,1443,10,NA,SL
55,F,CNF,GN,SL,15,1343,0,SL,LB
34,M,CNF,TQ,3AC,7,1020,0,NA,SL
26,F,CNF,TQ,3AC,17,1062,0,UB,UB
66,F,CNF,TQ,2AC,3,1713,0,UB,LB
58,F,RAC,TQ,SL,22,289,18,NA,SU
27,F,RAC,LD,2AC,11,1982,8,NA,SL
19,F,RAC,TQ,3AC,20,259,16,NA,SU
49,M,RAC,LD,SL,1,622,10,UB,SL
32,F,CNF,LD,SL,17,282,0,NA,SL
26,M,CNF,TQ,2AC,13,223,0,NA,MB
42,F,CNF,GN,3AC,19,513,0,UB,UB
37,F,CNF,TQ,SL,18,785,0,NA,SL
66,F,RAC,LD,2AC,2,221,7,NA,SL
66,F,CNF,LD,2AC,14,1653,0,LB,LB
38,M,RAC,GN,2AC,20,1761,8,SL,SL
63,M,RAC,LD,2AC,6,762,12,NA,SU
49,F,CNF,GN,SL,21,761,0,LB,LB
60,F,CNF,GN,2AC,12,1589,0,UB,LB
19,F,CNF,TQ,3AC,14,535,0,NA,MB
44,F,WL,GN,3AC,14,1530,12,LB,SU
30,F,CNF,GN,SL,4,1824,0,UB,UB
50,F,CNF,TQ,3AC,21,118,0,NA,MB
40,F,RAC,TQ,3AC,6,207,15,LB,SU
42,F,RAC,TQ,SL,14,235,10,SL,SL
33,M,RAC,GN,3AC,11,1384,3,LB,SL
18,M,CNF,LD,SL,2,1347,0,UB,UB
59,F,RAC,LD,3AC,9,1528,14,NA,SL
56,F,RAC,LD,SL,1,1036,16,UB,SU
30,F,CNF,GN,2AC,3,697,0,UB,UB
59,F,RAC,LD,3AC,21,1135,17,NA,SL
31,M,CNF,GN,3AC,1,1560,0,LB,LB
37,M,CNF,LD,SL,18,1858,0,SL,SL
23,M,WL,TQ,SL,4,797,4,SL,SU
64,F,CNF,LD,3AC,19,635,0,NA,LB
52,M,CNF,TQ,3AC,5,1592,0,NA,LB
57,M,CNF,LD,2AC,9,137,0,SL,LB
63,M,CNF,LD,SL,12,1143,0,SL,LB
34,M,CNF,GN,3AC,3,1344,0,LB,LB
31,M,RAC,TQ,2AC,4,435,4,UB,SU
41,F,RAC,LD,SL,17,258,19,NA,SU
66,M,RAC,TQ,2AC,18,505,13,UB,SL
29,F,RAC,TQ,SL,5,1240,4,UB,SU
36,F,CNF,LD,SL,3,1473,0,SL,MB
66,F,CNF,GN,SL,17,930,0,NA,LB
69,F,CNF,TQ,2AC,14,1070,0,NA,LB
62,F,CNF,LD,3AC,5,1383,0,NA,LB
37,M,RAC,GN,2AC,14,1833,15,LB,SL
31,F,RAC,GN,3AC,6,236,16,UB,SU
22,M,CNF,TQ,2AC,9,149,0,NA,MB
20,M,CNF,TQ,2AC,16,1985,0,SL,MB
62,F,RAC,LD,SL,12,662,19,NA,SL
59,M,WL,TQ,SL,18,680,5,NA,SU
37,F,RAC,GN,3AC,9,803,5,LB,SL
53,M,CNF,LD,2AC,3,737,0,SL,LB
56,F,WL,GN,2AC,2,740,4,UB,SL
23,M,CNF,GN,2AC,13,1951,0,SL,SL
61,M,CNF,TQ,2AC,19,1787,0,SL,LB
42,F,WL,LD,3AC,23,975,10,LB,SL
47,F,CNF,GN,3AC,6,262,0,UB,UB
45,M,RAC,GN,SL,9,1971,16,SL,SL
48,F,CNF,TQ,SL,12,681,0,SL,SL
61,F,CNF,TQ,SL,3,1819,0,LB,LB
60,F,CNF,LD,2AC,10,1564,0,SL,LB
38,F,CNF,TQ,3AC,0,1642,0,SL,MB
23,M,WL,LD,3AC,17,771,11,SL,SL
37,F,CNF,GN,3AC,15,298,0,UB,UB
38,F,CNF,TQ,3AC,11,995,0,SL,SL
31,M,RAC,LD,3AC,20,1205,5,SL,SL
20,M,RAC,GN,2AC,4,1083,17,NA,SL
36,M,CNF,GN,3AC,20,483,0,NA,MB
29,F,CNF,GN,2AC,8,260,0,UB,UB
67,F,RAC,GN,3AC,9,1116,7,LB,SU
39,F,CNF,GN,3AC,16,1787,0,UB,UB
51,M,CNF,TQ,2AC,10,1804,0,SL,LB
56,M,RAC,TQ,2AC,16,1733,6,LB,SL
63,M,CNF,GN,3AC,0,941,0,LB,LB
38,M,CNF,LD,SL,21,1235,0,NA,MB
19,M,CNF,LD,3AC,15,534,0,LB,LB
56,F,CNF,LD,SL,23,1417,0,NA,LB
27,M,WL,GN,3AC,18,1954,17,LB,SL
49,M,CNF,TQ,3AC,19,1277,0,SL,MB
21,F,RAC,GN,2AC,21,1778,8,UB,SL
38,M,RAC,LD,2AC,19,703,14,UB,SU
44,F,WL,LD,SL,7,157,17,UB,SU
19,F,CNF,GN,SL,2,1167,0,LB,LB
50,M,CNF,GN,2AC,2,873,0,NA,SL
56,F,RAC,TQ,SL,17,1550,19,UB,SU
22,M,WL,GN,2AC,23,367,10,SL,SL
25,F,CNF,GN,2AC,8,263,0,UB,UB
54,F,RAC,TQ,2AC,22,1004,15,LB,SL
32,F,WL,TQ,SL,7,1333,10,UB,SU
37,M,CNF,LD,SL,1,874,0,SL,SL
33,M,WL,TQ,2AC,2,382,18,NA,SU
60,M,WL,TQ,SL,0,319,1,LB,SL
25,M,WL,TQ,SL,15,1742,5,LB,SL
21,F,RAC,LD,3AC,13,1881,19,NA,SU
49,F,CNF,GN,2AC,10,913,0,UB,UB
33,F,WL,GN,3AC,12,1112,13,LB,SL
51,M,CNF,LD,3AC,5,1629,0,NA,LB
48,M,RAC,TQ,2AC,4,1660,3,NA,SL
50,M,CNF,GN,SL,19,1029,0,NA,MB
43,F,CNF,LD,2AC,4,326,0,LB,LB
45,F,WL,LD,2AC,19,1609,18,UB,SL
23,M,RAC,LD,SL,11,1500,11,LB,SL
19,F,RAC,TQ,2AC,11,556,2,SL,SL
39,F,RAC,GN,2AC,15,1400,1,SL,SL
38,M,CNF,TQ,3AC,1,140,0,SL,MB
68,F,CNF,LD,2AC,10,1052,0,LB,LB
40,F,RAC,TQ,2AC,21,372,5,SL,SL
61,F,CNF,LD,SL,14,1982,0,SL,LB
52,M,CNF,TQ,SL,15,1189,0,LB,LB
52,M,RAC,LD,2AC,14,553,9,LB,SL
37,M,CNF,GN,SL,7,1882,0,NA,SL
40,F,CNF,GN,SL,2,615,0,LB,LB
42,F,CNF,GN,3AC,14,1314,0,UB,UB
38,F,CNF,LD,3AC,20,1048,0,SL,MB
63,F,RAC,GN,2AC,3,559,17,LB,SL
56,M,RAC,LD,SL,12,1330,18,NA,SL
68,F,WL,TQ,3AC,22,1566,2,SL,SL
63,F,CNF,GN,3AC,3,600,0,UB,LB
25,F,CNF,LD,3AC,18,1665,0,UB,UB
31,F,CNF,TQ,2AC,16,380,0,NA,MB
57,M,RAC,GN,SL,5,1850,16,NA,SL
36,M,WL,LD,3AC,2,1549,19,LB,SU
26,M,RAC,LD,3AC,12,1450,14,SL,SL
26,M,CNF,LD,SL,22,732,0,NA,SL
36,M,WL,GN,2AC,13,1243,6,SL,SL
53,M,CNF,GN,2AC,8,419,0,NA,LB
50,F,CNF,TQ,2AC,13,1326,0,LB,LB
52,M,CNF,LD,SL,13,321,0,NA,LB
58,M,CNF,LD,2AC,3,1087,0,LB,LB
25,F,WL,LD,SL,13,1721,9,UB,SU
33,F,CNF,TQ,3AC,16,531,0,SL,SL
47,F,CNF,TQ,SL,10,1699,0,LB,LB
63,M,WL,GN,2AC,20,1448,16,LB,SL
37,M,CNF,GN,3AC,11,1112,0,NA,SL
26,F,WL,GN,2AC,3,1158,17,SL,SL
51,F,WL,TQ,3AC,0,1131,13,SL,SL
40,M,CNF,GN,2AC,11,537,0,SL,MB
29,M,CNF,TQ,SL,14,1996,0,LB,LB
36,M,WL,TQ,3AC,21,331,19,LB,SU
55,F,CNF,GN,SL,18,231,0,NA,LB
24,F,CNF,LD,2AC,3,1529,0,UB,UB
29,M,CNF,TQ,SL,21,1615,0,UB,UB
19,M,CNF,GN,SL,22,1484,0,UB,UB
18,M,CNF,GN,3AC,5,1385,0,SL,MB
39,F,CNF,GN,SL,16,672,0,LB,LB
29,M,RAC,LD,3AC,7,1590,10,UB,SL
18,F,CNF,GN,SL,12,852,0,NA,MB
52,M,CNF,LD,3AC,2,1555,0,NA,LB
62,F,CNF,GN,3AC,16,752,0,NA,LB
55,M,WL,TQ,SL,16,1313,8,UB,SU
60,F,RAC,TQ,SL,0,701,7,LB,SL
38,F,CNF,TQ,3AC,9,1486,0,NA,MB
58,M,CNF,TQ,3AC,4,916,0,UB,LB
58,F,RAC,GN,2AC,20,918,7,UB,SL
58,F,CNF,LD,3AC,10,1617,0,NA,LB
36,F,CNF,TQ,2AC,13,1680,0,SL,SL
18,F,CNF,GN,SL,18,1455,0,SL,MB
25,M,WL,TQ,SL,20,1232,12,NA,SU
65,M,CNF,GN,SL,6,1087,0,UB,LB
22,M,CNF,TQ,2AC,13,1466,0,LB,LB
47,M,CNF,LD,3AC,22,1812,0,SL,MB
64,M,WL,GN,2AC,17,1447,1,SL,SU
53,M,CNF,LD,2AC,18,1874,0,SL,LB
45,M,CNF,LD,SL,16,1860,0,NA,SL
29,M,CNF,TQ,SL,14,140,0,LB,LB
56,M,CNF,GN,2AC,8,301,0,UB,LB
19,M,WL,LD,3AC,12,1389,14,LB,SU
35,M,CNF,GN,3AC,8,1500,0,UB,UB
56,F,WL,GN,SL,19,553,2,UB,SL
46,M,CNF,LD,3AC,15,1473,0,LB,LB
57,F,RAC,LD,2AC,8,367,3,NA,SL
60,F,CNF,TQ,3AC,12,1085,0,UB,LB
54,M,CNF,LD,3AC,16,1250,0,NA,LB
48,F,CNF,GN,2AC,23,1628,0,SL,MB
55,M,RAC,TQ,3AC,21,1230,18,SL,SL
53,M,RAC,LD,SL,22,172,6,NA,SL
47,M,CNF,LD,3AC,1,1923,0,UB,UB
20,M,CNF,TQ,SL,11,946,0,SL,MB
58,M,CNF,TQ,3AC,7,1198,0,UB,LB
65,M,CNF,LD,2AC,21,1735,0,SL,LB
50,F,CNF,GN,3AC,1,539,0,UB,UB
45,M,CNF,LD,SL,3,520,0,SL,SL
18,M,CNF,LD,SL,19,1910,0,LB,LB
46,F,CNF,TQ,2AC,17,1542,0,NA,MB
60,F,CNF,TQ,3AC,10,916,0,SL,LB
66,F,RAC,GN,3AC,4,1515,2,UB,SL
65,F,CNF,GN,SL,11,1609,0,SL,LB
18,M,CNF,TQ,3AC,16,1557,0,LB,LB
22,M,CNF,TQ,SL,23,542,0,NA,MB
20,M,WL,LD,SL,3,1789,14,SL,SU
60,M,CNF,TQ,2AC,9,1686,0,UB,LB
67,F,CNF,GN,SL,14,344,0,LB,LB
47,F,CNF,GN,SL,4,269,0,NA,SL
54,F,CNF,TQ,SL,5,1831,0,LB,LB
35,M,RAC,TQ,2AC,16,896,13,NA,SL
64,M,CNF,TQ,SL,16,208,0,NA,LB
49,M,CNF,TQ,2AC,3,1192,0,NA,MB
54,M,CNF,GN,SL,12,773,0,UB,LB
62,F,RAC,GN,3AC,22,1046,3,LB,SU
59,F,RAC,TQ,3AC,12,1686,17,SL,SL
38,F,CNF,GN,3AC,11,1656,0,NA,SL
61,M,RAC,TQ,SL,3,1622,1,SL,SU
45,F,CNF,TQ,SL,2,1008,0,SL,MB
64,M,RAC,LD,2AC,3,534,17,LB,SL
52,F,WL,LD,3AC,7,1337,19,UB,SL
54,F,RAC,LD,3AC,7,1407,5,NA,SL
34,F,RAC,TQ,SL,21,1782,2,NA,SL
28,M,CNF,GN,3AC,14,1263,0,UB,UB
38,M,RAC,GN,SL,6,575,5,UB,SL
34,F,RAC,GN,2AC,8,657,12,NA,SL
23,M,CNF,LD,3AC,18,765,0,SL,MB
65,M,CNF,TQ,2AC,19,963,0,NA,LB
23,F,CNF,TQ,2AC,3,1225,0,NA,MB
28,F,CNF,GN,3AC,23,506,0,UB,UB
32,M,RAC,LD,2AC,18,1877,17,LB,SL
68,M,WL,TQ,2AC,17,703,19,SL,SU
64,F,RAC,TQ,2AC,3,1002,13,NA,SU
52,M,CNF,GN,3AC,8,1963,0,NA,LB
69,M,CNF,LD,2AC,16,980,0,NA,LB
50,M,WL,TQ,3AC,18,1698,6,UB,SL
20,F,CNF,TQ,3AC,12,1042,0,LB,LB
63,F,CNF,TQ,3AC,22,819,0,SL,LB
67,F,CNF,LD,2AC,21,782,0,LB,LB
20,M,RAC,GN,3AC,9,419,16,NA,SU
29,F,RAC,LD,3AC,23,1670,15,LB,SL
52,F,WL,GN,3AC,7,893,17,NA,SU
57,M,CNF,LD,SL,6,678,0,LB,LB
18,F,CNF,LD,2AC,4,100,0,NA,MB
32,M,CNF,GN,SL,7,747,0,UB,UB
22,M,RAC,GN,SL,8,1250,1,NA,SL
53,F,RAC,LD,SL,7,1658,9,SL,SU
51,F,CNF,LD,3AC,3,513,0,LB,LB
48,M,CNF,GN,3AC,2,1707,0,NA,SL
20,M,RAC,TQ,2AC,12,1808,2,SL,SU
62,M,WL,TQ,2AC,5,1651,2,LB,SU
57,M,CNF,TQ,SL,1,1869,0,UB,LB
33,M,CNF,GN,2AC,1,549,0,UB,UB
43,M,CNF,TQ,2AC,14,607,0,NA,MB
51,M,CNF,TQ,SL,7,1338,0,UB,LB
31,M,CNF,GN,3AC,22,1150,0,SL,SL
46,F,CNF,TQ,3AC,6,420,0,NA,SL
34,M,RAC,TQ,3AC,20,880,19,NA,SL
36,M,RAC,LD,2AC,21,130,17,SL,SU
40,F,WL,LD,SL,9,1133,4,NA,SL
25,F,CNF,TQ,2AC,19,259,0,SL,SL
67,F,CNF,LD,2AC,13,1111,0,SL,LB
41,M,CNF,GN,2AC,3,1328,0,UB,UB
40,M,RAC,LD,3AC,11,1754,14,SL,SL
51,M,CNF,LD,3AC,1,1762,0,SL,LB
28,F,CNF,TQ,3AC,16,1714,0,NA,MB
48,M,CNF,TQ,2AC,17,1219,0,UB,UB
39,F,RAC,LD,3AC,22,1211,18,SL,SL
25,M,CNF,TQ,SL,4,1039,0,NA,MB
46,F,WL,LD,2AC,0,1742,19,UB,SU
26,M,RAC,GN,3AC,11,1575,4,UB,SU
35,F,WL,TQ,3AC,12,1206,17,SL,SU
23,F,CNF,GN,3AC,11,790,0,LB,LB
54,M,CNF,TQ,SL,22,317,0,LB,LB
46,F,CNF,LD,3AC,23,1050,0,NA,MB
27,M,CNF,GN,SL,20,334,0,SL,SL
30,F,CNF,GN,3AC,23,1999,0,UB,UB
28,M,WL,TQ,3AC,14,892,9,UB,SU
38,M,CNF,GN,3AC,18,1775,0,SL,MB
54,M,CNF,LD,SL,4,1625,0,NA,LB
65,M,CNF,GN,2AC,8,1478,0,NA,LB
64,F,CNF,TQ,3AC,13,326,0,NA,LB
61,F,CNF,GN,SL,6,1136,0,UB,LB
35,F,CNF,GN,3AC,3,130,0,UB,UB
19,M,CNF,LD,SL,8,1289,0,UB,UB
28,M,RAC,LD,3AC,21,1223,13,SL,SL
40,M,RAC,TQ,2AC,1,1851,8,SL,SL
24,M,CNF,GN,3AC,2,1151,0,SL,SL
23,F,RAC,TQ,2AC,20,639,8,UB,SU
18,F,WL,TQ,SL,10,326,13,UB,SU
66,M,CNF,GN,SL,9,664,0,UB,LB
61,M,CNF,LD,SL,9,657,0,UB,LB
30,M,CNF,TQ,2AC,23,1893,0,LB,LB
39,F,RAC,LD,3AC,13,1261,3,LB,SL
42,M,RAC,LD,SL,5,116,12,LB,SL
69,F,CNF,TQ,3AC,10,508,0,LB,LB
53,F,CNF,TQ,2AC,5,1956,0,UB,LB
37,M,CNF,LD,2AC,15,1810,0,LB,LB
34,F,CNF,TQ,2AC,11,1918,0,LB,LB
59,F,RAC,LD,2AC,8,1797,5,UB,SU
23,M,CNF,LD,2AC,20,764,0,LB,LB
50,F,RAC,GN,SL,6,855,12,NA,SL
33,M,CNF,TQ,2AC,20,583,0,UB,UB
30,F,WL,LD,3AC,14,406,9,SL,SL
49,M,WL,LD,3AC,0,1082,8,UB,SU
62,F,CNF,GN,SL,3,715,0,LB,LB
20,M,RAC,GN,2AC,1,1349,13,NA,SL
32,M,CNF,LD,SL,11,1341,0,LB,LB
21,F,WL,LD,SL,8,730,5,NA,SU
49,F,RAC,TQ,SL,10,1266,9,LB,SL
34,M,CNF,TQ,3AC,11,1322,0,SL,SL
59,M,WL,GN,SL,9,606,13,LB,SL
36,M,CNF,TQ,3AC,20,555,0,NA,SL
57,M,WL,TQ,3AC,10,590,1,UB,SL
66,F,WL,TQ,3AC,5,315,15,SL,SU
48,F,RAC,TQ,2AC,17,893,17,UB,SL
67,M,CNF,LD,2AC,19,460,0,LB,LB
28,M,CNF,GN,3AC,0,1045,0,NA,SL
55,M,CNF,LD,3AC,14,835,0,SL,LB
38,M,WL,LD,2AC,5,1417,18,UB,SU
31,F,CNF,GN,3AC,12,1346,0,NA,MB
47,M,CNF,TQ,2AC,5,1216,0,SL,MB
25,M,CNF,LD,3AC,10,719,0,LB,LB
50,F,CNF,LD,2AC,10,432,0,UB,UB
67,F,WL,TQ,2AC,11,1705,9,NA,SL
33,M,RAC,GN,2AC,15,795,12,UB,SU
28,F,CNF,GN,SL,17,1142,0,NA,SL
40,M,CNF,TQ,3AC,21,253,0,LB,LB
23,M,CNF,LD,2AC,18,896,0,NA,SL
51,M,RAC,GN,3AC,10,344,16,NA,SU
19,M,WL,TQ,3AC,7,1264,10,SL,SL
25,F,RAC,LD,2AC,3,594,1,LB,SL
60,F,RAC,TQ,SL,19,1723,18,LB,SL
39,F,WL,LD,2AC,11,236,5,UB,SU
27,F,RAC,TQ,SL,9,1378,11,UB,SU
38,F,CNF,LD,2AC,7,421,0,NA,SL
25,F,RAC,GN,SL,21,712,3,UB,SL
61,F,RAC,TQ,2AC,9,839,9,SL,SU
44,M,WL,GN,SL,0,1795,7,NA,SL
66,F,RAC,GN,3AC,19,728,3,UB,SL
52,M,WL,TQ,SL,13,1140,18,NA,SL
62,F,CNF,GN,3AC,19,792,0,LB,LB
44,M,CNF,TQ,3AC,0,213,0,UB,UB
18,F,CNF,GN,2AC,12,1527,0,LB,LB
69,F,CNF,LD,3AC,10,1164,0,UB,LB
58,M,CNF,LD,SL,0,1524,0,LB,LB
39,F,WL,LD,2AC,12,832,4,SL,SU
22,F,RAC,LD,2AC,23,1046,3,UB,SU
29,F,RAC,TQ,3AC,18,1232,7,NA,SL
64,M,WL,TQ,2AC,7,1768,14,SL,SU
21,M,RAC,GN,SL,19,1522,18,SL,SU
69,M,CNF,LD,2AC,7,652,0,UB,LB
65,F,CNF,LD,SL,6,1681,0,SL,LB
45,F,RAC,LD,2AC,3,370,3,NA,SU
54,F,CNF,GN,2AC,14,1403,0,LB,LB
44,M,RAC,TQ,SL,3,1093,10,LB,SL
21,M,CNF,TQ,SL,16,570,0,SL,SL
69,M,CNF,GN,2AC,4,962,0,SL,LB
58,M,CNF,LD,SL,21,1449,0,SL,LB
54,F,RAC,GN,2AC,7,490,7,UB,SU
55,M,CNF,LD,2AC,19,1638,0,SL,LB
68,M,CNF,TQ,3AC,3,943,0,NA,LB
55,F,RAC,LD,SL,3,850,9,LB,SU
22,M,RAC,LD,3AC,17,1665,5,UB,SU
42,M,CNF,LD,SL,18,305,0,SL,SL
65,M,WL,LD,SL,21,1863,7,UB,SL
33,M,RAC,TQ,SL,20,409,8,NA,SU
66,F,CNF,GN,SL,22,1922,0,SL,LB
59,M,RAC,TQ,3AC,1,866,9,UB,SL
34,M,WL,TQ,2AC,9,825,17,LB,SU
21,F,WL,LD,2AC,14,252,5,SL,SL
55,F,RAC,LD,SL,18,1927,17,UB,SL
58,M,CNF,TQ,2AC,1,203,0,NA,LB
32,M,RAC,TQ,SL,5,1124,15,UB,SU
40,F,CNF,TQ,3AC,16,1541,0,UB,UB
58,F,CNF,LD,2AC,12,681,0,LB,LB
23,M,RAC,LD,3AC,20,1638,17,NA,SL
66,M,RAC,GN,2AC,14,208,1,SL,SU
34,M,CNF,TQ,3AC,14,1223,0,SL,MB
49,F,CNF,LD,2AC,3,468,0,NA,SL
36,M,RAC,TQ,2AC,2,587,14,UB,SU
50,M,WL,GN,SL,22,827,19,LB,SL
23,M,CNF,LD,2AC,16,1291,0,UB,UB
36,F,CNF,GN,SL,4,382,0,NA,MB
33,M,WL,GN,3AC,12,1363,3,SL,SL
36,M,CNF,GN,SL,10,1581,0,UB,UB
42,F,CNF,LD,SL,3,527,0,UB,UB
40,F,CNF,TQ,3AC,21,982,0,NA,SL
54,F,CNF,TQ,SL,13,474,0,NA,LB
20,M,WL,LD,SL,22,694,19,LB,SL
35,M,CNF,TQ,2AC,7,1247,0,LB,LB
50,F,CNF,LD,3AC,20,430,0,LB,LB
22,F,CNF,TQ,3AC,16,1001,0,NA,MB
50,F,CNF,GN,2AC,13,1192,0,UB,UB
50,M,CNF,LD,3AC,15,1612,0,SL,MB
36,F,RAC,LD,2AC,1,658,7,SL,SL
21,M,WL,GN,SL,19,1817,7,LB,SU
32,M,CNF,TQ,SL,22,1526,0,SL,MB
46,F,CNF,LD,2AC,23,437,0,UB,UB
27,M,WL,GN,SL,7,317,10,SL,SL
34,M,CNF,GN,2AC,4,1535,0,LB,LB
58,F,RAC,LD,2AC,19,524,17,LB,SU
44,M,CNF,TQ,SL,6,1118,0,UB,UB
20,F,CNF,TQ,3AC,2,307,0,UB,UB
19,M,CNF,GN,3AC,9,265,0,LB,LB
39,M,CNF,TQ,3AC,22,1418,0,NA,SL
44,F,CNF,LD,2AC,5,119,0,UB,UB
44,F,CNF,TQ,3AC,19,1231,0,UB,UB
36,M,RAC,TQ,SL,14,1957,2,UB,SU
39,F,WL,TQ,SL,14,1406,10,SL,SU
26,F,RAC,TQ,3AC,15,1449,9,SL,SU
53,M,CNF,GN,2AC,1,512,0,LB,LB
21,F,WL,GN,2AC,9,920,15,UB,SU
39,M,WL,LD,SL,20,990,4,LB,SL
51,F,CNF,LD,SL,12,383,0,LB,LB
18,F,CNF,LD,2AC,3,1130,0,NA,MB
66,F,CNF,TQ,SL,18,1773,0,SL,LB
53,M,RAC,TQ,2AC,13,717,6,LB,SU
65,F,RAC,LD,SL,9,469,18,UB,SL
52,M,WL,TQ,SL,20,1250,15,UB,SL
32,F,RAC,TQ,SL,8,1014,17,UB,SU
60,M,RAC,GN,3AC,9,311,13,SL,SL
57,M,RAC,LD,SL,20,250,15,SL,SU
49,F,WL,TQ,SL,0,1489,5,LB,SU
60,M,CNF,LD,2AC,7,302,0,SL,LB
67,F,RAC,LD,2AC,0,430,16,UB,SU
35,F,CNF,TQ,2AC,22,1773,0,LB,LB
35,F,RAC,TQ,SL,18,1287,13,NA,SU
63,F,CNF,TQ,3AC,5,932,0,LB,LB
44,M,CNF,TQ,SL,18,593,0,UB,UB
59,M,CNF,LD,2AC,5,1742,0,SL,LB
42,M,CNF,GN,SL,0,1817,0,UB,UB
54,F,RAC,LD,2AC,23,1310,2,LB,SL
60,F,RAC,TQ,2AC,5,779,4,LB,SU
67,F,RAC,TQ,SL,4,1458,18,UB,SU
51,M,CNF,GN,SL,10,1821,0,UB,LB
30,M,CNF,GN,2AC,6,1696,0,LB,LB
60,M,CNF,GN,SL,3,1087,0,SL,LB
32,M,CNF,LD,3AC,2,1073,0,LB,LB
55,F,RAC,GN,SL,0,1737,6,NA,SU
38,F,CNF,GN,SL,4,813,0,NA,MB
45,M,RAC,LD,2AC,6,1062,13,SL,SL
64,F,RAC,TQ,2AC,2,1063,5,LB,SL
18,F,CNF,TQ,SL,23,845,0,LB,LB
40,M,CNF,GN,2AC,19,1979,0,NA,MB
42,M,RAC,GN,3AC,13,643,5,LB,SL
53,M,RAC,TQ,2AC,16,1485,7,UB,SL
33,F,WL,LD,3AC,20,928,9,SL,SL
